time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
149880,1.200000,323.1379,323.1379,323.1377,323.1375,323.1371,323.1368,323.1363,323.1357,323.1348,323.1332,323.1304,323.1253,323.1159,,,,,,,,,323.1159
149940,1.200000,323.1371,323.1371,323.1370,323.1369,323.1368,323.1368,323.1369,323.1374,323.1388,323.1415,323.1469,323.1570,323.1753,,,,,,,,,323.1753
150000,1.200000,323.1384,323.1385,323.1388,323.1395,323.1405,323.1421,323.1447,323.1485,323.1540,323.1619,323.1726,323.1868,323.2049,,,,,,,,,323.2049
150060,1.200000,323.1433,323.1435,323.1444,323.1458,323.1480,323.1511,323.1552,323.1605,323.1670,323.1749,323.1838,323.1932,323.2024,,,,,,,,,323.2024
150120,1.200000,323.1506,323.1509,323.1520,323.1539,323.1566,323.1601,323.1645,323.1699,323.1761,323.1833,323.1912,323.2000,323.2097,,,,,,,,,323.2097
150180,1.200000,323.1585,323.1589,323.1600,323.1618,323.1643,323.1674,323.1711,323.1751,323.1792,323.1829,323.1855,323.1860,323.1826,,,,,,,,,323.1826
150240,1.200000,323.1648,323.1650,323.1658,323.1670,323.1685,323.1703,323.1720,323.1733,323.1739,323.1731,323.1704,323.1650,323.1559,,,,,,,,,323.1559
150300,1.200000,323.1671,323.1671,323.1672,323.1672,323.1670,323.1662,323.1644,323.1609,323.1551,323.1456,323.1309,323.1086,323.0753,,,,,,,,,323.0753
150360,1.200000,323.1631,323.1629,323.1620,323.1605,323.1580,323.1544,323.1492,323.1421,323.1326,323.1207,323.1063,323.0904,323.0744,,,,,,,,,323.0744
150420,1.200000,323.1546,323.1541,323.1528,323.1506,323.1475,323.1433,323.1383,323.1325,323.1264,323.1209,323.1173,323.1174,323.1243,,,,,,,,,323.1243
150480,1.200000,323.1465,323.1462,323.1452,323.1436,323.1416,323.1393,323.1371,323.1355,323.1351,323.1367,323.1413,323.1502,323.1644,,,,,,,,,323.1644
150540,1.200000,323.1427,323.1426,323.1423,323.1418,323.1414,323.1413,323.1416,323.1428,323.1451,323.1486,323.1535,323.1594,323.1655,,,,,,,,,323.1655
150600,1.200000,323.1430,323.1431,323.1433,323.1437,323.1444,323.1455,323.1472,323.1497,323.1532,323.1577,323.1636,323.1710,323.1806,,,,,,,,,323.1806
150660,1.200000,323.1462,323.1464,323.1470,323.1480,323.1495,323.1516,323.1544,323.1582,323.1632,323.1694,323.1773,323.1872,323.1997,,,,,,,,,323.1997
150720,1.200000,323.1511,323.1513,323.1520,323.1532,323.1548,323.1569,323.1593,323.1618,323.1641,323.1655,323.1647,323.1599,323.1481,,,,,,,,,323.1481
150780,1.200000,323.1542,323.1543,323.1546,323.1550,323.1553,323.1553,323.1546,323.1527,323.1488,323.1420,323.1310,323.1141,323.0893,,,,,,,,,323.0893
150840,1.200000,323.1532,323.1532,323.1529,323.1524,323.1515,323.1502,323.1484,323.1463,323.1441,323.1428,323.1439,323.1507,323.1681,,,,,,,,,323.1681
150900,1.200000,323.1521,323.1521,323.1520,323.1521,323.1523,323.1529,323.1544,323.1572,323.1623,323.1709,323.1843,323.2042,323.2328,,,,,,,,,323.2328
150960,1.200000,323.1551,323.1553,323.1559,323.1570,323.1587,323.1613,323.1648,323.1694,323.1750,323.1812,323.1869,323.1900,323.1869,,,,,,,,,323.1869
151020,1.200000,323.1601,323.1603,323.1610,323.1621,323.1636,323.1653,323.1671,323.1686,323.1692,323.1680,323.1640,323.1556,323.1410,,,,,,,,,323.1410
151080,1.200000,323.1622,323.1623,323.1623,323.1624,323.1622,323.1615,323.1598,323.1568,323.1515,323.1432,323.1307,323.1126,323.0873,,,,,,,,,323.0873
151140,1.200000,323.1590,323.1588,323.1581,323.1568,323.1548,323.1519,323.1477,323.1420,323.1346,323.1255,323.1150,323.1038,323.0935,,,,,,,,,323.0935
151200,1.200000,323.1508,323.1503,323.1490,323.1466,323.1429,323.1378,323.1309,323.1215,323.1089,323.0920,323.0689,323.0366,322.9903,,,,,,,,,322.9903
151260,1.200000,323.1371,323.1363,323.1342,323.1305,323.1250,323.1175,323.1079,323.0957,323.0808,323.0634,323.0441,323.0244,323.0072,,,,,,,,,323.0072
151320,1.200000,323.1206,323.1198,323.1175,323.1137,323.1085,323.1020,323.0945,323.0865,323.0791,323.0736,323.0725,323.0789,323.0976,,,,,,,,,323.0976
151380,1.200000,323.1075,323.1070,323.1054,323.1028,323.0994,323.0956,323.0915,323.0876,323.0843,323.0816,323.0791,323.0757,323.0683,,,,,,,,,323.0683
151440,1.200000,323.0993,323.0990,323.0980,323.0965,323.0945,323.0923,323.0901,323.0882,323.0868,323.0864,323.0876,323.0915,323.1000,,,,,,,,,323.1000
151500,1.200000,323.0947,323.0945,323.0939,323.0931,323.0920,323.0908,323.0895,323.0881,323.0866,323.0846,323.0816,323.0761,323.0661,,,,,,,,,323.0661
151560,1.200000,323.0924,323.0923,323.0921,323.0918,323.0916,323.0916,323.0920,323.0934,323.0964,323.1022,323.1126,323.1310,323.1627,,,,,,,,,323.1627
151620,1.200000,323.0936,323.0938,323.0941,323.0947,323.0957,323.0973,323.0996,323.1026,323.1062,323.1100,323.1128,323.1119,323.1028,,,,,,,,,323.1028
151680,1.200000,323.0963,323.0964,323.0967,323.0972,323.0979,323.0985,323.0990,323.0988,323.0975,323.0943,323.0882,323.0780,323.0626,,,,,,,,,323.0626
151740,1.200000,323.0958,323.0957,323.0955,323.0949,323.0938,323.0919,323.0888,323.0839,323.0764,323.0654,323.0493,323.0266,322.9947,,,,,,,,,322.9947
151800,1.200000,323.0907,323.0904,323.0896,323.0881,323.0860,323.0831,323.0795,323.0755,323.0716,323.0693,323.0709,323.0807,323.1055,,,,,,,,,323.1055
151860,1.200000,323.0865,323.0864,323.0860,323.0855,323.0850,323.0849,323.0858,323.0882,323.0933,323.1022,323.1165,323.1376,323.1667,,,,,,,,,323.1667
151920,1.200000,323.0882,323.0883,323.0888,323.0897,323.0913,323.0937,323.0971,323.1019,323.1079,323.1148,323.1216,323.1264,323.1257,,,,,,,,,323.1257
151980,1.200000,323.0934,323.0937,323.0945,323.0958,323.0978,323.1004,323.1035,323.1071,323.1109,323.1148,323.1185,323.1219,323.1253,,,,,,,,,323.1253
152040,1.200000,323.0992,323.0995,323.1004,323.1017,323.1037,323.1062,323.1093,323.1131,323.1178,323.1234,323.1307,323.1403,323.1536,,,,,,,,,323.1536
152100,1.200000,323.1050,323.1053,323.1061,323.1073,323.1091,323.1112,323.1137,323.1162,323.1185,323.1198,323.1190,323.1143,323.1025,,,,,,,,,323.1025
152160,1.200000,323.1091,323.1092,323.1097,323.1104,323.1113,323.1122,323.1131,323.1136,323.1136,323.1129,323.1117,323.1105,323.1103,,,,,,,,,323.1103
152220,1.200000,323.1118,323.1120,323.1124,323.1131,323.1141,323.1156,323.1178,323.1211,323.1261,323.1341,323.1468,323.1671,323.1994,,,,,,,,,323.1994
152280,1.200000,323.1172,323.1175,323.1184,323.1201,323.1226,323.1262,323.1311,323.1378,323.1465,323.1575,323.1708,323.1856,323.2004,,,,,,,,,323.2004
152340,1.200000,323.1253,323.1257,323.1269,323.1289,323.1316,323.1351,323.1391,323.1433,323.1470,323.1491,323.1476,323.1398,323.1212,,,,,,,,,323.1212
152400,1.200000,323.1318,323.1320,323.1328,323.1340,323.1355,323.1371,323.1386,323.1398,323.1403,323.1400,323.1393,323.1391,323.1417,,,,,,,,,323.1417
152460,1.200000,323.1345,323.1345,323.1347,323.1349,323.1350,323.1348,323.1339,323.1318,323.1280,323.1215,323.1107,323.0935,323.0657,,,,,,,,,323.0657
152520,1.200000,323.1328,323.1326,323.1322,323.1315,323.1303,323.1285,323.1259,323.1227,323.1188,323.1147,323.1118,323.1121,323.1200,,,,,,,,,323.1200
152580,1.200000,323.1294,323.1292,323.1288,323.1280,323.1271,323.1259,323.1247,323.1238,323.1235,323.1243,323.1267,323.1312,323.1380,,,,,,,,,323.1380
152640,1.200000,323.1266,323.1265,323.1261,323.1254,323.1245,323.1231,323.1212,323.1185,323.1144,323.1078,323.0968,323.0786,323.0484,,,,,,,,,323.0484
152700,1.200000,323.1218,323.1216,323.1208,323.1193,323.1171,323.1140,323.1096,323.1038,323.0961,323.0863,323.0746,323.0614,323.0484,,,,,,,,,323.0484
152760,1.200000,323.1148,323.1144,323.1134,323.1118,323.1094,323.1065,323.1032,323.0999,323.0972,323.0963,323.0991,323.1084,323.1285,,,,,,,,,323.1285
152820,1.200000,323.1101,323.1099,323.1095,323.1088,323.1082,323.1078,323.1080,323.1094,323.1125,323.1182,323.1271,323.1395,323.1555,,,,,,,,,323.1555
152880,1.200000,323.1099,323.1099,323.1100,323.1102,323.1107,323.1115,323.1126,323.1140,323.1153,323.1159,323.1144,323.1083,323.0940,,,,,,,,,323.0940
152940,1.200000,323.1110,323.1110,323.1111,323.1114,323.1117,323.1121,323.1124,323.1127,323.1130,323.1133,323.1141,323.1167,323.1233,,,,,,,,,323.1233
153000,1.200000,323.1121,323.1122,323.1124,323.1127,323.1132,323.1139,323.1149,323.1164,323.1185,323.1215,323.1259,323.1320,323.1403,,,,,,,,,323.1403
153060,1.200000,323.1137,323.1137,323.1139,323.1143,323.1147,323.1152,323.1156,323.1157,323.1150,323.1130,323.1082,323.0987,323.0811,,,,,,,,,323.0811
153120,1.200000,323.1149,323.1150,323.1152,323.1155,323.1161,323.1170,323.1185,323.1209,323.1251,323.1327,323.1460,323.1697,323.2111,,,,,,,,,323.2111
153180,1.200000,323.1185,323.1187,323.1193,323.1204,323.1220,323.1243,323.1274,323.1312,323.1355,323.1396,323.1415,323.1377,323.1213,,,,,,,,,323.1213
153240,1.200000,323.1226,323.1228,323.1233,323.1241,323.1251,323.1262,323.1271,323.1275,323.1268,323.1246,323.1201,323.1132,323.1042,,,,,,,,,323.1042
153300,1.200000,323.1243,323.1243,323.1244,323.1246,323.1247,323.1247,323.1243,323.1237,323.1227,323.1215,323.1206,323.1207,323.1233,,,,,,,,,323.1233
153360,1.200000,323.1250,323.1250,323.1252,323.1254,323.1259,323.1267,323.1280,323.1303,323.1341,323.1405,323.1509,323.1675,323.1937,,,,,,,,,323.1937
153420,1.200000,323.1291,323.1293,323.1302,323.1316,323.1340,323.1376,323.1429,323.1505,323.1612,323.1761,323.1965,323.2238,323.2601,,,,,,,,,323.2601
153480,1.200000,323.1392,323.1397,323.1414,323.1443,323.1486,323.1545,323.1624,323.1724,323.1846,323.1988,323.2146,323.2304,323.2439,,,,,,,,,323.2439
153540,1.200000,323.1529,323.1536,323.1556,323.1589,323.1637,323.1698,323.1773,323.1860,323.1956,323.2058,323.2158,323.2251,323.2328,,,,,,,,,323.2328
153600,1.200000,323.1656,323.1661,323.1677,323.1704,323.1738,323.1778,323.1819,323.1855,323.1875,323.1866,323.1805,323.1663,323.1391,,,,,,,,,323.1391
153660,1.200000,323.1725,323.1728,323.1734,323.1744,323.1755,323.1763,323.1765,323.1755,323.1731,323.1690,323.1633,323.1572,323.1530,,,,,,,,,323.1530
153720,1.200000,323.1739,323.1740,323.1740,323.1740,323.1738,323.1734,323.1726,323.1715,323.1701,323.1687,323.1680,323.1685,323.1713,,,,,,,,,323.1713
153780,1.200000,323.1730,323.1730,323.1728,323.1724,323.1719,323.1711,323.1700,323.1686,323.1666,323.1638,323.1597,323.1534,323.1434,,,,,,,,,323.1434
153840,1.200000,323.1705,323.1703,323.1698,323.1690,323.1678,323.1660,323.1634,323.1598,323.1548,323.1479,323.1384,323.1255,323.1077,,,,,,,,,323.1077
153900,1.200000,323.1663,323.1661,323.1656,323.1646,323.1633,323.1617,323.1600,323.1585,323.1581,323.1598,323.1658,323.1797,323.2072,,,,,,,,,323.2072
153960,1.200000,323.1647,323.1647,323.1647,323.1647,323.1650,323.1659,323.1676,323.1707,323.1757,323.1832,323.1935,323.2066,323.2214,,,,,,,,,323.2214
154020,1.200000,323.1680,323.1682,323.1688,323.1701,323.1720,323.1748,323.1788,323.1843,323.1914,323.2006,323.2121,323.2261,323.2431,,,,,,,,,323.2431
154080,1.200000,323.1752,323.1756,323.1767,323.1787,323.1816,323.1855,323.1906,323.1970,323.2047,323.2136,323.2238,323.2347,323.2459,,,,,,,,,323.2459
154140,1.200000,323.1841,323.1845,323.1858,323.1879,323.1908,323.1946,323.1990,323.2039,323.2090,323.2138,323.2173,323.2185,323.2154,,,,,,,,,323.2154
154200,1.200000,323.1917,323.1921,323.1930,323.1945,323.1966,323.1989,323.2014,323.2036,323.2053,323.2059,323.2050,323.2019,323.1961,,,,,,,,,323.1961
154260,1.200000,323.1962,323.1963,323.1968,323.1975,323.1983,323.1991,323.1996,323.1995,323.1986,323.1965,323.1928,323.1872,323.1793,,,,,,,,,323.1793
154320,1.200000,323.1971,323.1971,323.1971,323.1970,323.1968,323.1962,323.1951,323.1933,323.1905,323.1866,323.1813,323.1744,323.1656,,,,,,,,,323.1656
154380,1.200000,323.1957,323.1956,323.1954,323.1950,323.1943,323.1935,323.1925,323.1916,323.1909,323.1911,323.1932,323.1988,323.2105,,,,,,,,,323.2105
154440,1.200000,323.1955,323.1956,323.1957,323.1960,323.1966,323.1979,323.2001,323.2040,323.2103,323.2204,323.2360,323.2594,323.2941,,,,,,,,,323.2941
154500,1.200000,323.2004,323.2007,323.2016,323.2033,323.2059,323.2097,323.2150,323.2221,323.2312,323.2423,323.2550,323.2680,323.2789,,,,,,,,,323.2789
154560,1.200000,323.2094,323.2098,323.2112,323.2135,323.2168,323.2212,323.2266,323.2331,323.2403,323.2480,323.2556,323.2624,323.2678,,,,,,,,,323.2678
154620,1.200000,323.2189,323.2193,323.2206,323.2227,323.2256,323.2292,323.2333,323.2378,323.2422,323.2462,323.2491,323.2502,323.2486,,,,,,,,,323.2486
154680,1.200000,323.2259,323.2262,323.2270,323.2283,323.2298,323.2315,323.2329,323.2336,323.2330,323.2300,323.2236,323.2120,323.1928,,,,,,,,,323.1928
154740,1.200000,323.2284,323.2284,323.2286,323.2287,323.2288,323.2284,323.2275,323.2259,323.2233,323.2198,323.2157,323.2122,323.2112,,,,,,,,,323.2112
154800,1.200000,323.2277,323.2276,323.2275,323.2272,323.2267,323.2260,323.2252,323.2242,323.2234,323.2231,323.2238,323.2262,323.2311,,,,,,,,,323.2311
154860,1.200000,323.2273,323.2273,323.2274,323.2275,323.2279,323.2286,323.2299,323.2324,323.2366,323.2434,323.2544,323.2714,323.2974,,,,,,,,,323.2974
154920,1.200000,323.2294,323.2295,323.2298,323.2304,323.2312,323.2323,323.2334,323.2344,323.2343,323.2319,323.2244,323.2076,323.1739,,,,,,,,,323.1739
154980,1.200000,323.2299,323.2299,323.2298,323.2296,323.2291,323.2281,323.2264,323.2237,323.2195,323.2138,323.2070,323.2004,323.1972,,,,,,,,,323.1972
155040,1.200000,323.2275,323.2274,323.2269,323.2262,323.2251,323.2237,323.2218,323.2197,323.2175,323.2157,323.2148,323.2158,323.2197,,,,,,,,,323.2197
155100,1.200000,323.2251,323.2250,323.2247,323.2244,323.2239,323.2236,323.2235,323.2241,323.2259,323.2294,323.2357,323.2460,323.2620,,,,,,,,,323.2620
155160,1.200000,323.2253,323.2254,323.2255,323.2259,323.2265,323.2275,323.2291,323.2314,323.2345,323.2384,323.2428,323.2470,323.2494,,,,,,,,,323.2494
155220,1.200000,323.2273,323.2274,323.2277,323.2281,323.2288,323.2295,323.2302,323.2306,323.2303,323.2285,323.2241,323.2156,323.2005,,,,,,,,,323.2005
155280,1.200000,323.2278,323.2278,323.2278,323.2277,323.2274,323.2268,323.2256,323.2238,323.2210,323.2171,323.2119,323.2059,323.1998,,,,,,,,,323.1998
155340,1.200000,323.2268,323.2268,323.2266,323.2264,323.2262,323.2260,323.2260,323.2267,323.2286,323.2329,323.2414,323.2570,323.2838,,,,,,,,,323.2838
155400,1.200000,323.2275,323.2275,323.2277,323.2281,323.2287,323.2296,323.2310,323.2327,323.2347,323.2364,323.2364,323.2323,323.2192,,,,,,,,,323.2192
155460,1.200000,323.2283,323.2283,323.2284,323.2284,323.2282,323.2277,323.2267,323.2245,323.2205,323.2138,323.2030,323.1866,323.1628,,,,,,,,,323.1628
155520,1.200000,323.2266,323.2265,323.2262,323.2256,323.2248,323.2237,323.2223,323.2210,323.2203,323.2213,323.2262,323.2389,323.2654,,,,,,,,,323.2654
155580,1.200000,323.2264,323.2265,323.2267,323.2271,323.2280,323.2296,323.2325,323.2373,323.2452,323.2573,323.2752,323.3004,323.3349,,,,,,,,,323.3349
155640,1.200000,323.2327,323.2330,323.2342,323.2364,323.2397,323.2446,323.2514,323.2607,323.2730,323.2885,323.3076,323.3300,323.3552,,,,,,,,,323.3552
155700,1.200000,323.2437,323.2442,323.2458,323.2485,323.2523,323.2570,323.2625,323.2682,323.2731,323.2753,323.2720,323.2584,323.2276,,,,,,,,,323.2276
155760,1.200000,323.2522,323.2525,323.2534,323.2549,323.2567,323.2586,323.2600,323.2606,323.2600,323.2577,323.2540,323.2503,323.2497,,,,,,,,,323.2497
155820,1.200000,323.2562,323.2564,323.2568,323.2575,323.2585,323.2595,323.2608,323.2624,323.2647,323.2685,323.2750,323.2860,323.3040,,,,,,,,,323.3040
155880,1.200000,323.2591,323.2592,323.2596,323.2602,323.2610,323.2620,323.2630,323.2640,323.2644,323.2636,323.2602,323.2514,323.2329,,,,,,,,,323.2329
155940,1.200000,323.2606,323.2607,323.2608,323.2610,323.2613,323.2615,323.2616,323.2615,323.2614,323.2615,323.2626,323.2666,323.2766,,,,,,,,,323.2766
156000,1.200000,323.2615,323.2615,323.2616,323.2618,323.2621,323.2625,323.2631,323.2640,323.2652,323.2669,323.2689,323.2711,323.2726,,,,,,,,,323.2726
156060,1.200000,323.2618,323.2618,323.2618,323.2617,323.2614,323.2609,323.2599,323.2580,323.2544,323.2482,323.2377,323.2203,323.1920,,,,,,,,,323.1920
156120,1.200000,323.2589,323.2587,323.2581,323.2571,323.2554,323.2528,323.2492,323.2441,323.2373,323.2286,323.2181,323.2066,323.1957,,,,,,,,,323.1957
156180,1.200000,323.2519,323.2516,323.2504,323.2484,323.2453,323.2411,323.2354,323.2279,323.2181,323.2054,323.1889,323.1670,323.1371,,,,,,,,,323.1371
156240,1.200000,323.2411,323.2405,323.2388,323.2360,323.2318,323.2262,323.2190,323.2102,323.1996,323.1874,323.1741,323.1608,323.1493,,,,,,,,,323.1493
156300,1.200000,323.2292,323.2287,323.2271,323.2246,323.2211,323.2170,323.2126,323.2086,323.2060,323.2064,323.2125,323.2278,323.2578,,,,,,,,,323.2578
156360,1.200000,323.2217,323.2214,323.2205,323.2193,323.2177,323.2160,323.2146,323.2135,323.2128,323.2121,323.2100,323.2037,323.1879,,,,,,,,,323.1879
156420,1.200000,323.2172,323.2170,323.2163,323.2153,323.2139,323.2121,323.2096,323.2064,323.2019,323.1957,323.1871,323.1754,323.1604,,,,,,,,,323.1604
156480,1.200000,323.2123,323.2120,323.2113,323.2101,323.2084,323.2061,323.2033,323.2001,323.1965,323.1930,323.1903,323.1900,323.1943,,,,,,,,,323.1943
156540,1.200000,323.2077,323.2075,323.2069,323.2060,323.2047,323.2033,323.2018,323.2004,323.1995,323.1993,323.2003,323.2029,323.2071,,,,,,,,,323.2071
156600,1.200000,323.2048,323.2047,323.2044,323.2039,323.2032,323.2025,323.2019,323.2013,323.2008,323.2003,323.1997,323.1984,323.1956,,,,,,,,,323.1956
156660,1.200000,323.2023,323.2021,323.2017,323.2009,323.1997,323.1980,323.1953,323.1914,323.1853,323.1759,323.1614,323.1388,323.1039,,,,,,,,,323.1039
156720,1.200000,323.1972,323.1970,323.1962,323.1948,323.1928,323.1902,323.1869,323.1832,323.1796,323.1772,323.1784,323.1871,323.2105,,,,,,,,,323.2105
156780,1.200000,323.1931,323.1929,323.1925,323.1919,323.1912,323.1908,323.1909,323.1921,323.1951,323.2008,323.2099,323.2228,323.2394,,,,,,,,,323.2394
156840,1.200000,323.1939,323.1940,323.1944,323.1952,323.1965,323.1988,323.2023,323.2076,323.2152,323.2259,323.2404,323.2597,323.2855,,,,,,,,,323.2855
156900,1.200000,323.1998,323.2001,323.2011,323.2028,323.2052,323.2086,323.2128,323.2178,323.2232,323.2281,323.2310,323.2291,323.2180,,,,,,,,,323.2180
156960,1.200000,323.2061,323.2064,323.2072,323.2084,323.2100,323.2119,323.2136,323.2149,323.2151,323.2136,323.2096,323.2026,323.1921,,,,,,,,,323.1921
157020,1.200000,323.2085,323.2086,323.2087,323.2088,323.2086,323.2079,323.2063,323.2032,323.1980,323.1897,323.1772,323.1587,323.1321,,,,,,,,,323.1321
157080,1.200000,323.2060,323.2059,323.2054,323.2045,323.2030,323.2010,323.1983,323.1951,323.1917,323.1889,323.1885,323.1935,323.2090,,,,,,,,,323.2090
157140,1.200000,323.2026,323.2024,323.2020,323.2013,323.2004,323.1994,323.1986,323.1981,323.1984,323.1997,323.2023,323.2058,323.2093,,,,,,,,,323.2093
157200,1.200000,323.2002,323.2001,323.1998,323.1992,323.1985,323.1974,323.1959,323.1937,323.1902,323.1846,323.1751,323.1595,323.1337,,,,,,,,,323.1337
157260,1.200000,323.1958,323.1955,323.1947,323.1932,323.1910,323.1876,323.1828,323.1761,323.1666,323.1536,323.1360,323.1129,323.0831,,,,,,,,,323.0831
157320,1.200000,323.1868,323.1863,323.1849,323.1825,323.1788,323.1739,323.1676,323.1599,323.1508,323.1408,323.1310,323.1232,323.1205,,,,,,,,,323.1205
157380,1.200000,323.1761,323.1756,323.1741,323.1716,323.1681,323.1638,323.1587,323.1530,323.1472,323.1416,323.1367,323.1330,323.1306,,,,,,,,,323.1306
157440,1.200000,323.1671,323.1667,323.1656,323.1638,323.1614,323.1587,323.1558,323.1532,323.1513,323.1509,323.1529,323.1585,323.1694,,,,,,,,,323.1694
157500,1.200000,323.1614,323.1611,323.1605,323.1594,323.1579,323.1563,323.1544,323.1523,323.1499,323.1465,323.1412,323.1320,323.1155,,,,,,,,,323.1155
157560,1.200000,323.1572,323.1570,323.1565,323.1556,323.1543,323.1528,323.1511,323.1492,323.1473,323.1459,323.1458,323.1486,323.1572,,,,,,,,,323.1572
157620,1.200000,323.1549,323.1548,323.1546,323.1544,323.1542,323.1543,323.1550,323.1568,323.1602,323.1663,323.1762,323.1915,323.2146,,,,,,,,,323.2146
157680,1.200000,323.1565,323.1566,323.1570,323.1578,323.1590,323.1609,323.1637,323.1675,323.1724,323.1784,323.1848,323.1905,323.1934,,,,,,,,,323.1934
157740,1.200000,323.1611,323.1614,323.1621,323.1634,323.1653,323.1678,323.1711,323.1751,323.1801,323.1860,323.1932,323.2020,323.2137,,,,,,,,,323.2137
157800,1.200000,323.1665,323.1667,323.1674,323.1685,323.1700,323.1718,323.1736,323.1751,323.1756,323.1741,323.1688,323.1570,323.1342,,,,,,,,,323.1342
157860,1.200000,323.1690,323.1690,323.1692,323.1694,323.1696,323.1694,323.1686,323.1670,323.1643,323.1603,323.1553,323.1500,323.1464,,,,,,,,,323.1464
157920,1.200000,323.1693,323.1693,323.1693,323.1694,323.1697,323.1702,323.1712,323.1732,323.1772,323.1848,323.1982,323.2213,323.2595,,,,,,,,,323.2595
157980,1.200000,323.1722,323.1723,323.1729,323.1739,323.1755,323.1779,323.1811,323.1855,323.1907,323.1965,323.2014,323.2027,323.1950,,,,,,,,,323.1950
158040,1.200000,323.1775,323.1778,323.1786,323.1801,323.1821,323.1848,323.1883,323.1926,323.1978,323.2045,323.2132,323.2257,323.2451,,,,,,,,,323.2451
158100,1.200000,323.1848,323.1852,323.1863,323.1882,323.1910,323.1949,323.2000,323.2066,323.2151,323.2260,323.2400,323.2576,323.2796,,,,,,,,,323.2796
158160,1.200000,323.1943,323.1947,323.1961,323.1985,323.2019,323.2063,323.2118,323.2182,323.2255,323.2330,323.2398,323.2443,323.2438,,,,,,,,,323.2438
158220,1.200000,323.2029,323.2033,323.2043,323.2060,323.2081,323.2104,323.2124,323.2135,323.2126,323.2081,323.1980,323.1791,323.1472,,,,,,,,,323.1472
158280,1.200000,323.2061,323.2061,323.2063,323.2065,323.2064,323.2059,323.2046,323.2022,323.1985,323.1937,323.1887,323.1853,323.1874,,,,,,,,,323.1874
158340,1.200000,323.2049,323.2049,323.2046,323.2041,323.2034,323.2024,323.2011,323.1996,323.1981,323.1969,323.1966,323.1975,323.1999,,,,,,,,,323.1999
158400,1.200000,323.2027,323.2026,323.2022,323.2016,323.2007,323.1996,323.1980,323.1960,323.1933,323.1894,323.1837,323.1748,323.1607,,,,,,,,,323.1607
158460,1.200000,323.1985,323.1983,323.1975,323.1962,323.1942,323.1912,323.1870,323.1809,323.1722,323.1598,323.1421,323.1171,323.0813,,,,,,,,,323.0813
158520,1.200000,323.1904,323.1900,323.1887,323.1865,323.1832,323.1788,323.1732,323.1665,323.1588,323.1510,323.1446,323.1427,323.1503,,,,,,,,,323.1503
158580,1.200000,323.1814,323.1809,323.1797,323.1778,323.1751,323.1718,323.1682,323.1645,323.1613,323.1590,323.1581,323.1590,323.1612,,,,,,,,,323.1612
158640,1.200000,323.1743,323.1740,323.1730,323.1715,323.1695,323.1670,323.1640,323.1605,323.1563,323.1510,323.1438,323.1330,323.1164,,,,,,,,,323.1164
158700,1.200000,323.1687,323.1685,323.1678,323.1667,323.1653,323.1637,323.1621,323.1609,323.1608,323.1630,323.1693,323.1830,323.2094,,,,,,,,,323.2094
158760,1.200000,323.1666,323.1665,323.1664,323.1663,323.1664,323.1668,323.1679,323.1699,323.1731,323.1775,323.1829,323.1880,323.1905,,,,,,,,,323.1905
158820,1.200000,323.1679,323.1680,323.1683,323.1689,323.1697,323.1710,323.1726,323.1748,323.1775,323.1805,323.1837,323.1870,323.1904,,,,,,,,,323.1904
158880,1.200000,323.1716,323.1719,323.1725,323.1737,323.1754,323.1780,323.1817,323.1869,323.1944,323.2053,323.2212,323.2450,323.2810,,,,,,,,,323.2810
158940,1.200000,323.1792,323.1796,323.1809,323.1830,323.1862,323.1907,323.1965,323.2040,323.2131,323.2238,323.2352,323.2456,323.2519,,,,,,,,,323.2519
159000,1.200000,323.1887,323.1891,323.1904,323.1925,323.1954,323.1990,323.2029,323.2067,323.2096,323.2104,323.2074,323.1980,323.1787,,,,,,,,,323.1787
159060,1.200000,323.1957,323.1960,323.1969,323.1982,323.2001,323.2022,323.2046,323.2072,323.2102,323.2143,323.2210,323.2329,323.2552,,,,,,,,,323.2552
159120,1.200000,323.2010,323.2012,323.2019,323.2030,323.2045,323.2064,323.2086,323.2109,323.2130,323.2145,323.2141,323.2097,323.1971,,,,,,,,,323.1971
159180,1.200000,323.2042,323.2043,323.2047,323.2051,323.2056,323.2060,323.2060,323.2053,323.2035,323.1999,323.1941,323.1856,323.1741,,,,,,,,,323.1741
159240,1.200000,323.2043,323.2043,323.2042,323.2040,323.2035,323.2028,323.2016,323.1999,323.1976,323.1950,323.1925,323.1909,323.1916,,,,,,,,,323.1916
159300,1.200000,323.2031,323.2031,323.2029,323.2027,323.2024,323.2022,323.2021,323.2025,323.2038,323.2068,323.2124,323.2221,323.2380,,,,,,,,,323.2380
159360,1.200000,323.2034,323.2034,323.2036,323.2038,323.2042,323.2049,323.2059,323.2073,323.2091,323.2110,323.2124,323.2120,323.2073,,,,,,,,,323.2073
159420,1.200000,323.2038,323.2038,323.2038,323.2037,323.2033,323.2027,323.2013,323.1987,323.1939,323.1858,323.1725,323.1511,323.1176,,,,,,,,,323.1176
